budget_project_id,logic1_point,logic1_reason
3053,2.0,評価がされた医療機関数の割合がoutcomeであるが、outputからの直接的なつながりが弱い。
2227,2.0,啓発用資材の作成数がoutcomeであるが、outputからの直接的なつながりが弱い。
2185,2.0,認定件数がoutcomeであるが、outputからの直接的なつながりが弱い。
5705,2.0,国民認知率がoutcomeであるが、outputからの直接的なつながりが弱い。
2128,2.0,和解者数がoutcomeであるが、outputからの直接的なつながりが弱い。
2352,2.0,効果的に活用できた割合がoutcomeであるが、outputからの直接的なつながりが弱い。
2044,2.0,受講者数がoutcomeであるが、outputからの直接的なつながりが弱い。
553,2.0,復旧施設数がoutcomeであるが、outputからの直接的なつながりが弱い。
2113,2.0,相談対応施設数がoutcomeであるが、outputからの直接的なつながりが弱い。
1939,2.0,生存率がoutcomeであるが、outputからの直接的なつながりが弱い。
2982,1.0,調査数がoutcomeであり、課題解決に直接つながらない。
2795,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
2191,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
20627,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7716,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
2233,5.0,outputが直接的にoutcomeに結びついており、品質確保に貢献している。
3009,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
2958,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2156,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
1935,5.0,outputが直接的にoutcomeに結びついており、質の向上に貢献している。
1966,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
19915,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1967,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
2165,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
2071,5.0,outputが直接的にoutcomeに結びついており、質の向上に貢献している。
2051,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
2976,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2138,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
20905,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
2793,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
2161,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2086,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
1980,5.0,outputが直接的にoutcomeに結びついており、質の向上に貢献している。
7720,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
7723,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2031,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
2117,5.0,outputが直接的にoutcomeに結びついており、質の向上に貢献している。
20541,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
3030,2.0,outputとoutcomeの間に飛躍があり、具体的な成果が見えにくい。
7749,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
1960,4.0,outputがoutcomeに適切に結びついており、課題解決に寄与している。
2977,,
2801,,
20625,,
20604,,
1958,,
2384,,
20947,,
2151,,
2164,,
2120,,
2199,,
2775,,
2794,,
6973,,
1968,,
2383,,
2340,,
2387,,
2386,,
1978,,
2203,,
2108,,
2067,,
2089,,
2163,,
20626,,
2351,,
1949,,
2962,,
2041,,
6968,,
2026,,
2365,,
6480,,
20623,,
2204,,
2157,,
7721,,
2158,,
2047,,
20923,,
2097,,
7016,,
2724,,
7733,,
2088,,
2133,,
2154,,
2137,,
1947,,
2759,,
2034,,
2087,,
5754,,
2949,,
2121,,
20910,,
1934,5.0,outputが直接的にoutcomeに結びついており、質の向上に貢献している。
2070,,
20916,,
2003,,
2012,,
3072,,
2211,,
2140,,
2350,,
3028,,
2790,,
7732,,
1974,,
2091,,
1944,,
2084,,
3026,,
1596,,
2807,,
2104,,
1955,,
1963,,
2039,,
2201,,
2197,,
7728,,
3016,,
19925,,
1950,,
6992,,
6996,,
2195,,
7710,2.0,outputとoutcomeの間に飛躍があり、輪番体制の構築が課題解決に直接つながるか不明確。
2043,1.0,outcomeが受講者数のみであり、課題解決に直接つながるか不明確。
1989,1.0,報告書数がoutcomeであり、課題解決に直接つながるか不明確。
559,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1942,4.0,outputとoutcomeの関連性が明確で、心肺停止者の生存率向上に寄与する可能性がある。
2080,2.0,ピアレビュー実施病院数がoutcomeであり、課題解決に直接つながるか不明確。
7715,2.0,賃金改善がoutcomeであり、課題解決に直接つながるか不明確。
2053,2.0,教務主任数がoutcomeであり、課題解決に直接つながるか不明確。
1941,4.0,outputとoutcomeの関連性が明確で、心肺停止者の生存率向上に寄与する可能性がある。
1970,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
20602,2.0,回答率の増加がoutcomeであり、課題解決に直接つながるか不明確。
1997,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1975,2.0,新規認定専門医数がoutcomeであり、課題解決に直接つながるか不明確。
1945,2.0,相談件数がoutcomeであり、課題解決に直接つながるか不明確。
2145,1.0,精算業務の市区町村数がoutcomeであり、課題解決に直接つながるか不明確。
1988,2.0,助言等実施回数がoutcomeであり、課題解決に直接つながるか不明確。
2339,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
3066,2.0,研修を実施する都道府県数がoutcomeであり、課題解決に直接つながるか不明確。
3064,2.0,医学生を輩出した大学数がoutcomeであり、課題解決に直接つながるか不明確。
5710,2.0,データ連携を行った都道府県数がoutcomeであり、課題解決に直接つながるか不明確。
2102,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2382,1.0,outcomeが設定されておらず、課題解決に直接つながるか不明確。
2004,1.0,講習会開催回数がoutcomeであり、課題解決に直接つながるか不明確。
3019,2.0,outcomeが設定されておらず、課題解決に直接つながるか不明確。
2109,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2200,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1954,2.0,連絡会議参加都道府県数がoutcomeであり、課題解決に直接つながるか不明確。
1977,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
550,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2235,2.0,行政がMID-NETを利活用した件数がoutcomeであり、課題解決に直接つながるか不明確。
6823,4.0,outputとoutcomeの関連性が明確で、医薬品の安定供給に寄与する可能性がある。
2074,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2189,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2978,2.0,統計等の数がoutcomeであり、課題解決に直接つながるか不明確。
2068,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7725,2.0,調査研究結果の件数がoutcomeであり、課題解決に直接つながるか不明確。
2069,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7006,2.0,工事実施件数がoutcomeであり、課題解決に直接つながるか不明確。
2169,2.0,施設整備の工事完了数がoutcomeであり、課題解決に直接つながるか不明確。
2015,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1982,2.0,研修歯科医数がoutcomeであり、課題解決に直接つながるか不明確。
2337,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
3058,2.0,被害発生件数がoutcomeであり、課題解決に直接つながるか不明確。
2388,2.0,検挙人員がoutcomeであり、課題解決に直接つながるか不明確。
2132,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2125,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2193,2.0,医療費の支払い総額がoutcomeであり、課題解決に直接つながるか不明確。
2110,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7711,2.0,データ移行件数がoutcomeであり、課題解決に直接つながるか不明確。
20942,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2984,2.0,調査数がoutcomeであり、課題解決に直接つながるか不明確。
2327,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2050,2.0,研修参加者数がoutcomeであり、課題解決に直接つながるか不明確。
2100,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6994,2.0,調査票回収率がoutcomeであり、課題解決に直接つながるか不明確。
7724,2.0,研修修了者数がoutcomeであり、課題解決に直接つながるか不明確。
2062,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2045,2.0,講習会開催回数がoutcomeであり、課題解決に直接つながるか不明確。
3013,2.0,受講完了者の割合がoutcomeであり、課題解決に直接つながるか不明確。
2098,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
5523,2.0,支援患者数がoutcomeであり、課題解決に直接つながるか不明確。
1996,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2979,2.0,統計等の数がoutcomeであり、課題解決に直接つながるか不明確。
7709,2.0,確保病床数がoutcomeであり、課題解決に直接つながるか不明確。
1976,2.0,報告率がoutcomeであり、課題解決に直接つながるか不明確。
2081,2.0,重点領域数がoutcomeであり、課題解決に直接つながるか不明確。
3027,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7011,2.0,専門区分数がoutcomeであり、課題解決に直接つながるか不明確。
1972,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1991,2.0,受診率がoutcomeであり、課題解決に直接つながるか不明確。
6997,2.0,大学数がoutcomeであり、課題解決に直接つながるか不明確。
2107,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
5522,2.0,支援患者数がoutcomeであり、課題解決に直接つながるか不明確。
1959,2.0,受診患者数がoutcomeであり、課題解決に直接つながるか不明確。
2196,2.0,シンポジウムの開催回数がoutcomeであり、課題解決に直接つながるか不明確。
2160,2.0,死亡者数がoutcomeであり、課題解決に直接つながるか不明確。
2136,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2886,2.0,成果物一式がoutcomeであり、課題解決に直接つながるか不明確。
2239,2.0,届出件数がoutcomeであり、課題解決に直接つながるか不明確。
1964,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1965,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2106,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2198,2.0,交付者数がoutcomeであり、課題解決に直接つながるか不明確。
7730,1.0,展示一式がoutcomeであり、課題解決に直接つながるか不明確。
5519,1.0,事例集がoutcomeであり、課題解決に直接つながるか不明確。
7719,2.0,申請数がoutcomeであり、課題解決に直接つながるか不明確。
2130,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
3074,2.0,支援患者数がoutcomeであり、課題解決に直接つながるか不明確。
7727,4.0,outputとoutcomeの関連性が明確で、医薬品の安定供給に寄与する可能性がある。
2188,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2075,2.0,サイトアクセス数がoutcomeであり、課題解決に直接つながるか不明確。
2228,2.0,受講者実績がoutcomeであり、課題解決に直接つながるか不明確。
2867,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2094,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
3007,2.0,見直し率がoutcomeであり、課題解決に直接つながるか不明確。
2028,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7731,2.0,出荷停止医薬品目数がoutcomeであり、課題解決に直接つながるか不明確。
1956,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2162,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
20622,2.0,講演数がoutcomeであり、課題解決に直接つながるか不明確。
2183,2.0,死亡者数がoutcomeであり、課題解決に直接つながるか不明確。
20624,2.0,通信簿作成数がoutcomeであり、課題解決に直接つながるか不明確。
1973,2.0,症例件数がoutcomeであり、課題解決に直接つながるか不明確。
2206,2.0,入場者数がoutcomeであり、課題解決に直接つながるか不明確。
7008,2.0,任命割合がoutcomeであり、課題解決に直接つながるか不明確。
2055,2.0,受講者数がoutcomeであり、課題解決に直接つながるか不明確。
2024,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2054,2.0,受講者数がoutcomeであり、課題解決に直接つながるか不明確。
5563,2.0,相談件数がoutcomeであり、課題解決に直接つながるか不明確。
2811,2.0,受診患者数がoutcomeであり、課題解決に直接つながるか不明確。
3033,2.0,偏在の解消がoutcomeであり、課題解決に直接つながるか不明確。
2343,2.0,管理栄養士数がoutcomeであり、課題解決に直接つながるか不明確。
1940,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2214,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
2963,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
7717,2.0,受講者数がoutcomeであり、課題解決に直接つながるか不明確。
2205,2.0,入館者数がoutcomeであり、課題解決に直接つながるか不明確。
2096,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1981,2.0,満足度がoutcomeであり、課題解決に直接つながるか不明確。
2172,2.0,相談実績数がoutcomeであり、課題解決に直接つながるか不明確。
6908,2.0,事例収集が課題解決に直接つながるか不明。
1463,1.0,視聴者数や再生回数がoutcomeとして不適切。
1546,3.0,指導者の養成が教育現場の課題解決に寄与するが、outcomeの飛躍がある。
5703,2.0,社会人在籍者数がoutcomeとして不十分。
1884,3.0,体制整備が直接的なoutcomeに結びついていない。
1522,1.0,国際比較順位がoutcomeとして不適切。
1561,2.0,認知率がoutcomeとして不十分。
1761,3.0,役員数の増加が直接的な課題解決に結びついていない。
541,4.0,被災学生の支援が直接的な課題解決に寄与。
1534,4.0,奨学金支給が進学率向上に寄与。
1495,5.0,教科書の無償給与が教育の基盤を支える。
1777,2.0,説明会参加数がoutcomeとして不十分。
1908,4.0,高度人材育成が社会のニーズに応える。
1603,1.0,調査指導の改善がoutcomeとして不適切。
1521,1.0,監査の実施がoutcomeとして不適切。
20013,3.0,キャリア支援活動の普及が直接的な課題解決に結びついていない。
1757,5.0,障害者スポーツの振興が社会的意義を持つ。
1426,2.0,HPアクセス件数がoutcomeとして不十分。
1891,3.0,留学生支援が直接的な課題解決に結びついていない。
1569,4.0,教育プログラムの構築が教育の質向上に寄与。
6790,2.0,手引きの閲覧回数がoutcomeとして不十分。
1774,5.0,国際交流が競技力向上に寄与。
6819,3.0,デジタルリテラシー向上が直接的な課題解決に結びついていない。
6795,4.0,多文化共修が国際化に寄与。
1748,3.0,キャリア形成支援が直接的な課題解決に結びついていない。
1432,2.0,調査結果の活用がoutcomeとして不十分。
5763,4.0,幼児教育推進が教育の質向上に寄与。
1429,2.0,HPアクセス件数がoutcomeとして不十分。
1542,3.0,事例創出が直接的な課題解決に結びついていない。
1518,3.0,メンタルヘルス対策が直接的な課題解決に結びついていない。
657,2.0,連携体制構築がoutcomeとして不十分。
1507,3.0,協議会開催が直接的な課題解決に結びついていない。
5719,3.0,事例収集が直接的な課題解決に結びついていない。
1562,1.0,B評価以上がoutcomeとして不適切。
1760,4.0,スポーツツーリズムが地域活性化に寄与。
1906,4.0,読書活動推進が教育の質向上に寄与。
1457,3.0,情報発信が直接的な課題解決に結びついていない。
1771,2.0,補助金の適正執行がoutcomeとして不十分。
1549,3.0,基準策定が直接的な課題解決に結びついていない。
7610,3.0,課題抽出が直接的な課題解決に結びついていない。
1581,3.0,施設整備が直接的な課題解決に結びついていない。
6782,4.0,教育プログラム構築が教育の質向上に寄与。
1737,5.0,武道の保存と伝承が文化的意義を持つ。
1430,2.0,オンライン調査推進がoutcomeとして不十分。
1758,4.0,障害者スポーツ大会が社会的意義を持つ。
1739,3.0,調査実施が直接的な課題解決に結びついていない。
1439,4.0,在外教育施設の教員派遣が教育の質向上に寄与。
1531,4.0,教育機会の確保が社会的意義を持つ。
1480,4.0,外国人児童生徒の支援が教育の質向上に寄与。
1523,2.0,実証研究がoutcomeとして不十分。
538,5.0,被災児童生徒の支援が社会的意義を持つ。
1583,3.0,環境整備が直接的な課題解決に結びついていない。
6907,3.0,試験実施が直接的な課題解決に結びついていない。
1479,3.0,フォーラムの評価が直接的な課題解決に結びついていない。
1763,4.0,障害者スポーツ振興が社会的意義を持つ。
1490,3.0,学びの創出が直接的な課題解決に結びついていない。
1510,4.0,いじめ問題への支援が教育の質向上に寄与。
1445,2.0,システム改修がoutcomeとして不十分。
1502,3.0,データ利活用が直接的な課題解決に結びついていない。
1893,3.0,施設整備が直接的な課題解決に結びついていない。
1579,3.0,改革支援が直接的な課題解決に結びついていない。
969,3.0,調査実施が直接的な課題解決に結びついていない。
1468,4.0,読書バリアフリーが教育の質向上に寄与。
5716,3.0,伴走支援が直接的な課題解決に結びついていない。
1427,2.0,HPアクセス件数がoutcomeとして不十分。
1587,3.0,設備整備が直接的な課題解決に結びついていない。
1907,4.0,新学科設置が教育の質向上に寄与。
1441,3.0,研修実施が直接的な課題解決に結びついていない。
1452,4.0,学習環境の充実が教育の質向上に寄与。
1501,3.0,情報モラル教育が直接的な課題解決に結びついていない。
1496,3.0,フェア開催が直接的な課題解決に結びついていない。
1585,3.0,代船建造が直接的な課題解決に結びついていない。
1551,2.0,outputとoutcomeの間に飛躍があり、共創プロジェクトの開始が直接的な課題解決に結びつくか不明確。
1433,3.0,分析結果の活用が教育活動の改善に結びつくが、outcomeの具体性に欠ける。
1909,4.0,地域医療の関心を高める教育プログラムが直接的な課題解決に寄与している。
1901,2.0,研修の参加者数がoutcomeとして設定されているが、実際の効果が不明確。
1494,3.0,カリキュラム開発がグローバル人材育成に寄与するが、outcomeの具体性に欠ける。
6821,5.0,先端技術の活用が教育DXの加速に直接結びついており、outcomeが明確。
1489,1.0,出前授業の評価がoutcomeとして設定されているが、課題解決に直接結びつかない。
1773,1.0,顕彰・表彰者数がoutcomeとして設定されているが、課題解決に直接結びつかない。
6791,4.0,探究的な学習の普及が教育の質向上に寄与している。
1582,3.0,多様な学生の確保と地域課題の解決に寄与するが、outcomeの具体性に欠ける。
1577,4.0,国際交流プログラムが学生の海外留学機会を増やし、教育の質向上に寄与している。
1601,5.0,耐震化率の向上が直接的な課題解決に結びついている。
1885,2.0,ピッチイベントの参加者数がoutcomeとして設定されているが、実際の効果が不明確。
1882,3.0,教材の普及が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1742,2.0,スポーツ大会の開催が直接的な課題解決に結びつかない。
1428,1.0,HPアクセス件数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1446,3.0,外部人材の活用が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1749,4.0,スポーツ交流が国際理解の促進に寄与している。
20692,2.0,研修機会の確保がoutcomeとして設定されているが、実際の効果が不明確。
1437,3.0,教育プログラムの開発が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1481,4.0,女性のキャリアアップ支援が教育の質向上に寄与している。
6777,5.0,校務のデジタル化が教育の効率化に直接結びついている。
20796,3.0,ICT環境整備がDX人材育成に寄与するが、outcomeの具体性に欠ける。
1892,4.0,スポーツ産業の国際展開が経済成長に寄与している。
1740,3.0,スポーツ実施率の向上が健康促進に寄与するが、outcomeの具体性に欠ける。
1503,5.0,ICT環境の整備が教育の質向上に直接結びついている。
1586,3.0,運営費交付金が教育研究の安定に寄与するが、outcomeの具体性に欠ける。
533,4.0,震災復興を支える人材育成が地域の再生に寄与している。
1500,1.0,選定作品数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1755,2.0,大会開催が直接的な課題解決に結びつかない。
7611,1.0,交付申請数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1477,3.0,安全教育が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1424,1.0,HPアクセス件数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1780,2.0,出席回数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1520,2.0,被表彰者数がoutcomeとして設定されているが、課題解決に直接結びつかない。
20171,3.0,研修プログラムが管理職の能力向上に寄与するが、outcomeの具体性に欠ける。
20263,4.0,最先端医療設備の導入が医療人材の育成に寄与している。
20801,3.0,研修環境の整備が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1894,2.0,検体数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1564,3.0,調査研究が高等教育施策の改善に寄与するが、outcomeの具体性に欠ける。
536,4.0,スクールカウンセラーの配置が心のケアに寄与している。
1555,3.0,実務家教員の育成が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1775,4.0,スポーツ振興が国際競技力の向上に寄与している。
5586,1.0,HPアクセス件数がoutcomeとして設定されているが、課題解決に直接結びつかない。
20168,3.0,ICT活用が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1487,2.0,報告書の作成がoutcomeとして設定されているが、課題解決に直接結びつかない。
1597,4.0,教育研究設備の整備が教育の質向上に寄与している。
185,3.0,OISTの活動が科学技術の発展に寄与するが、outcomeの具体性に欠ける。
1559,4.0,AI人材の育成が医療の質向上に寄与している。
1743,2.0,ページビュー数がoutcomeとして設定されているが、課題解決に直接結びつかない。
1560,1.0,会議設置がoutcomeとして設定されているが、課題解決に直接結びつかない。
1508,3.0,道徳教育の改善が教育の質向上に寄与するが、outcomeの具体性に欠ける。
20804,3.0,読書活動の促進が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1474,3.0,消費者教育の推進が教育の質向上に寄与するが、outcomeの具体性に欠ける。
1515,4.0,食育の推進が健康促進に寄与している。
1486,2.0,周知がoutcomeとして設定されているが、課題解決に直接結びつかない。
1485,3.0,カリキュラム・マネジメントが教育の質向上に寄与するが、outcomeの具体性に欠ける。
1539,3.0,教育支援体制の整備が教育の質向上に寄与するが、outcomeの具体性に欠ける。
20802,2.0,進捗率がoutcomeとして設定されているが、課題解決に直接結びつかない。
1440,4.0,国際交流が青少年の成長に寄与している。
1526,3.0,木材利用の促進が環境保護に寄与するが、outcomeの具体性に欠ける。
1567,2.0,調査研究がoutcomeとして設定されているが、課題解決に直接結びつかない。
1750,3.0,調査結果がスポーツ振興に寄与するが、outcomeの具体性に欠ける。
6786,4.0,IT化が職業教育の質向上に寄与している。
20803,3.0,交通安全教育が安全確保に寄与するが、outcomeの具体性に欠ける。
542,4.0,教育活動の復旧が震災復興に寄与している。
1514,4.0,健康教育が児童生徒の健康促進に寄与している。
1536,5.0,教育費負担の軽減が進学率向上に直接結びついている。
1608,2.0,整備率がoutcomeとして設定されているが、課題解決に直接結びつかない。
7613,3.0,医療設備の整備が教育環境の充実に寄与するが、outcomeの具体性に欠ける。
6816,3.0,リカレント教育プラットフォームが人材育成に寄与するが、outcomeの具体性に欠ける。
6784,4.0,職業教育の強化が社会的自立に寄与している。
6499,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
1925,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
1550,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6785,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
1425,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
1605,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
1573,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1460,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1498,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
1509,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
530,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1606,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
5724,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1476,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1578,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1751,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6788,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1431,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
1465,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1753,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1491,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1921,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
5859,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1746,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1458,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
1449,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1598,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1911,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1883,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1455,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
6783,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1745,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6792,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1456,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
1926,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1772,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6779,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1778,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1450,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
5768,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1566,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1533,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
5751,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1528,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1600,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1779,2.0,outputからoutcomeへの飛躍があり、具体的な成果が見えにくい。
20181,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1519,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1524,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1443,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1924,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1532,1.0,outcomeが設定されておらず、outputが課題解決に直接つながっていない。
7614,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
5725,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
20059,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1467,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6815,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1499,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1770,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1544,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1517,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1543,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1461,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1438,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1049,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1576,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
6817,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1511,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
6806,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
1602,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
1484,3.0,outputとoutcomeの関連性はあるが、具体的な成果が不明確。
5720,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
2320,1.0,outcomeが設定されておらず、事業の成果が不明確であるため。
6526,4.0,多様な支援が具体的に示されており、outcomeも具体的であるため。
